symbol,horizon,weighted_score,technical_score,fundamental_score,news_sentiment,data_quality,price_source,recommendation,reasons,news_headlines,trend,current_price,entry_zone,stop_loss,take_profit_1,take_profit_2,tp1_pct,tp2_pct,risk_reward,position_size,rebalance,rsi
PIBTL,long_term,59.6,80,46,0,LIVE,yfinance(PIBTL.KA),HOLD,ROE 11.8% (fair) | D/E 17 (low leverage) | P/E 13.8 (fair),,Bullish,PKR 16.69,PKR 16.19 - 16.52,PKR 14.69 (-12.0%),PKR 20.03 (+20.0%),PKR 23.37 (+40.0%),+20.0%,+40.0%,1 : 3.34,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,53.1
OGDC,very_long_term,59.6,60,62,-3,LIVE,yfinance(OGDC.KA),HOLD,ROE 11.3% (fair) | D/E 14 (low leverage) | P/E 8.2 (value),"Oil industry opposes windfall tax in upcoming budget | Govt mulls scrapping export tax in budget | Solar panels, fertilizers may escape tax hike in upcoming budget The federal government is reportedly planning a series of tax relief measures in the ",Bullish,PKR 320.33,PKR 294.70 - 307.52,PKR 256.26 (-20.0%),PKR 416.43 (+30.0%),PKR 576.59 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,50.9
PPL,swing,59.5,60,65,-3,LIVE,yfinance(PPL.KA),WATCH,ROE 10.9% (fair) | D/E 10 (low leverage) | P/E 7.7 (deep value),"Oil industry opposes windfall tax in upcoming budget | Govt mulls scrapping export tax in budget | Solar panels, fertilizers may escape tax hike in upcoming budget The federal government is reportedly planning a series of tax relief measures in the ",Bullish,PKR 228.11,PKR 225.83 - 230.39,PKR 215.92 (-5.3%),PKR 238.27 (+4.5%),PKR 245.04 (+7.4%),+4.5%,+7.4%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,48.8
SHFA,very_long_term,59.4,45,63,0,LIVE,yfinance(SHFA.KA),HOLD,ROE 16.9% (good) | D/E 13 (low leverage) | P/E 11.3 (value),,BEARISH,PKR 474.80,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
SRVI,long_term,59.4,75,49,0,LIVE,yfinance(SRVI.KA),HOLD,ROE 49.8% (excellent) | D/E 52 (moderate) | P/E 86.2 (expensive),,Bullish,"PKR 2,091.27","PKR 1,896.72 - 2,070.36","PKR 1,840.32 (-12.0%)","PKR 2,509.52 (+20.0%)","PKR 2,927.78 (+40.0%)",+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,82.3
OGDC,long_term,59.2,60,62,-3,LIVE,yfinance(OGDC.KA),HOLD,ROE 11.3% (fair) | D/E 14 (low leverage) | P/E 8.2 (value),"Oil industry opposes windfall tax in upcoming budget | Govt mulls scrapping export tax in budget | Solar panels, fertilizers may escape tax hike in upcoming budget The federal government is reportedly planning a series of tax relief measures in the ",Bullish,PKR 320.33,PKR 310.72 - 317.13,PKR 281.89 (-12.0%),PKR 384.40 (+20.0%),PKR 448.46 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,50.9
BAFL,very_long_term,59.2,55,59,1,LIVE,yfinance(BAFL.KA),HOLD,ROE 17.0% (good) | P/E 3.7 (deep value) | Div yield 8.9% (high income),"SBP adds SAR, AED to Naya Pakistan Certificates The State Bank of Pakistan has issued updated rates of return for Conventional Naya Pakistan Certifica | Pakistan targets 4% GDP growth in FY27 Pakistan has set a GDP growth target of 4% for fiscal year 2026-27, banking on a recovery across agriculture, i",BEARISH,PKR 59.03,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
GHGL,swing,59.2,55,69,0,LIVE,yfinance(GHGL.KA),WATCH,ROE 15.9% (good) | D/E 5 (low leverage) | P/E 5.6 (deep value),,Bearish,PKR 34.68,PKR 34.33 - 35.03,PKR 32.38 (-6.6%),PKR 36.60 (+5.5%),PKR 37.88 (+9.2%),+5.5%,+9.2%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,43.9
ILP,swing,59.1,60,57,0,LIVE,yfinance(ILP.KA),WATCH,ROE 20.3% (excellent) | D/E 65 (moderate) | P/E 9.5 (value),,Bullish,PKR 81.31,PKR 80.50 - 82.12,PKR 77.37 (-4.8%),PKR 84.59 (+4.0%),PKR 86.78 (+6.7%),+4.0%,+6.7%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,48.9
KTML,very_long_term,59.0,75,55,0,LIVE,yfinance(KTML.KA),HOLD,ROE 13.9% (fair) | D/E 20 (low leverage) | P/E 7.9 (deep value),"Idrees Textile shifts to value-added products Idrees Textile Mills Limited is charting a new course. The Company's Board of Directors, convening on Ju | Idrees Textile shifts to value-added products",BEARISH,PKR 47.20,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
IBFL,long_term,59.0,80,45,0,LIVE,yfinance(IBFL.KA),HOLD,ROE -0.8% (weak) | D/E 24 (low leverage) | P/E 1.0 (deep value),,BEARISH,PKR 231.01,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
GADT,swing,59.0,65,45,0,LIVE,yfinance(GADT.KA),WATCH,ROE 5.1% (weak) | D/E 23 (low leverage) | P/E 7.0 (deep value),,Bearish,PKR 304.91,PKR 301.86 - 307.96,PKR 275.95 (-9.5%),PKR 329.05 (+7.9%),PKR 345.14 (+13.2%),+7.9%,+13.2%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,54.2
HBL,very_long_term,59.0,90,50,1,LIVE,yfinance(HBL.KA),HOLD,ROE 15.1% (good) | P/E 6.7 (deep value) | Div yield 7.0% (solid),"SBP adds SAR, AED to Naya Pakistan Certificates The State Bank of Pakistan has issued updated rates of return for Conventional Naya Pakistan Certifica | Pakistan targets 4% GDP growth in FY27 Pakistan has set a GDP growth target of 4% for fiscal year 2026-27, banking on a recovery across agriculture, i",Bullish,PKR 287.68,PKR 264.67 - 276.17,PKR 230.14 (-20.0%),PKR 373.98 (+30.0%),PKR 517.82 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,52.6
OGDC,swing,58.6,60,62,-3,LIVE,yfinance(OGDC.KA),WATCH,ROE 11.3% (fair) | D/E 14 (low leverage) | P/E 8.2 (value),"Oil industry opposes windfall tax in upcoming budget | Govt mulls scrapping export tax in budget | Solar panels, fertilizers may escape tax hike in upcoming budget The federal government is reportedly planning a series of tax relief measures in the ",Bullish,PKR 320.33,PKR 317.13 - 323.53,PKR 306.51 (-4.3%),PKR 331.85 (+3.6%),PKR 339.53 (+6.0%),+3.6%,+6.0%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,50.9
HCAR,very_long_term,58.6,85,52,0,LIVE,yfinance(HCAR.KA),HOLD,ROE 13.2% (fair) | D/E 9 (low leverage) | P/E 11.7 (value),,Bullish,PKR 265.21,PKR 196.72 - 254.60,PKR 212.17 (-20.0%),PKR 344.77 (+30.0%),PKR 477.38 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,74.4
ATRL,swing,58.5,60,55,0,LIVE,yfinance(ATRL.KA),WATCH,ROE 11.9% (fair) | D/E 0 (low leverage) | P/E 4.8 (deep value),,Bullish,PKR 883.39,PKR 874.56 - 892.22,PKR 844.64 (-4.4%),PKR 915.68 (+3.7%),PKR 937.22 (+6.1%),+3.7%,+6.1%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,46.8
PSX,long_term,58.4,70,49,1,LIVE,yfinance(PSX.KA),HOLD,ROE 16.7% (good) | P/E 15.1 (fair) | Div yield 4.5% (moderate),"PSX extends gains in post-Eid session | PSX Closing Bell: Bears Have the Final Say The benchmark KSE-100 Index came under significant selling pressure on Monday, closing at 170,600.20, down  | Dadex Eternit to sell Karachi property to AKD for Rs800m Dadex Eternit Limited (PSX:DADX) has entered into an agreement with Mr. Aqeel Karim Dhedhi fo",BEARISH,PKR 37.70,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
BAFL,long_term,58.4,55,59,1,LIVE,yfinance(BAFL.KA),HOLD,ROE 17.0% (good) | P/E 3.7 (deep value) | Div yield 8.9% (high income),"SBP adds SAR, AED to Naya Pakistan Certificates The State Bank of Pakistan has issued updated rates of return for Conventional Naya Pakistan Certifica | Pakistan targets 4% GDP growth in FY27 Pakistan has set a GDP growth target of 4% for fiscal year 2026-27, banking on a recovery across agriculture, i",BEARISH,PKR 59.03,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
UPFL,very_long_term,58.4,40,63,0,LIVE,yfinance(UPFL.KA),HOLD,ROE 54.2% (excellent) | D/E 21 (low leverage) | P/E 25.9 (expensive),,BEARISH,"PKR 25,999.99",WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
ILP,long_term,58.2,60,57,0,LIVE,yfinance(ILP.KA),HOLD,ROE 20.3% (excellent) | D/E 65 (moderate) | P/E 9.5 (value),,Bullish,PKR 81.31,PKR 78.87 - 80.50,PKR 71.55 (-12.0%),PKR 97.57 (+20.0%),PKR 113.83 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,48.9
CHCC,swing,58.1,50,77,0,LIVE,yfinance(CHCC.KA),WATCH,ROE 21.4% (excellent) | D/E 22 (low leverage) | P/E 7.3 (deep value),,Bearish,PKR 275.24,PKR 272.49 - 277.99,PKR 256.50 (-6.8%),PKR 290.86 (+5.7%),PKR 301.26 (+9.5%),+5.7%,+9.5%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,48.1
POWER,very_long_term,58.0,90,50,0,LIVE,yfinance(POWER.KA),HOLD,ROE 12.7% (fair) | D/E 35 (low leverage) | P/E 9.0 (value),"Top EU diplomat says Pakistan a major regional power, ‘important partner’ | Seven years on, Bajaur solar power  project still incomplete | 'No sufficient outcome' yet of talks to secure discounts from Chinese power producers: Leghari",Bullish,PKR 20.46,PKR 18.78 - 19.64,PKR 16.37 (-20.0%),PKR 26.60 (+30.0%),PKR 36.83 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,57.2
MTL,long_term,58.0,25,80,0,LIVE,yfinance(MTL.KA),HOLD,ROE 97.4% (excellent) | D/E 29 (low leverage) | P/E 15.7 (fair),,BEARISH,PKR 284.79,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
INIL,long_term,58.0,85,40,0,LIVE,yfinance(INIL.KA),HOLD,ROE 6.1% (weak) | D/E 7 (low leverage) | P/E 14.5 (fair),,BEARISH,PKR 161.61,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
PIOC,very_long_term,57.8,65,56,0,LIVE,yfinance(PIOC.KA),HOLD,ROE 11.5% (fair) | D/E 50 (low leverage) | P/E 10.8 (value),,BEARISH,PKR 262.28,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
PAEL,long_term,57.6,75,46,0,LIVE,yfinance(PAEL.KA),HOLD,ROE 8.6% (weak) | D/E 18 (low leverage) | P/E 11.1 (value),,BEARISH,PKR 40.42,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
ILP,very_long_term,57.6,60,57,0,LIVE,yfinance(ILP.KA),HOLD,ROE 20.3% (excellent) | D/E 65 (moderate) | P/E 9.5 (value),,Bullish,PKR 81.31,PKR 74.81 - 78.06,PKR 65.05 (-20.0%),PKR 105.70 (+30.0%),PKR 146.36 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,48.9
MCB,very_long_term,57.6,75,52,1,LIVE,yfinance(MCB.KA),HOLD,ROE 18.7% (good) | P/E 9.1 (value) | Div yield 8.8% (high income),"SBP adds SAR, AED to Naya Pakistan Certificates The State Bank of Pakistan has issued updated rates of return for Conventional Naya Pakistan Certifica | Pakistan targets 4% GDP growth in FY27 Pakistan has set a GDP growth target of 4% for fiscal year 2026-27, banking on a recovery across agriculture, i",Bullish,PKR 407.38,PKR 374.79 - 391.08,PKR 325.90 (-20.0%),PKR 529.59 (+30.0%),PKR 733.28 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,55.3
BWCL,swing,57.5,50,75,0,LIVE,yfinance(BWCL.KA),WATCH,ROE 25.3% (excellent) | D/E 67 (moderate) | P/E 10.8 (value),,Bearish,PKR 439.02,PKR 434.63 - 443.41,PKR 420.79 (-4.2%),PKR 454.21 (+3.5%),PKR 464.34 (+5.8%),+3.5%,+5.8%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,38.9
BOP,swing,57.3,60,51,0,LIVE,yfinance(BOP.KA),WATCH,ROE 20.2% (excellent) | P/E 5.9 (deep value) | Div yield 7.3% (solid),,Bullish,PKR 34.00,PKR 33.66 - 34.34,PKR 32.04 (-5.8%),PKR 35.63 (+4.8%),PKR 36.73 (+8.0%),+4.8%,+8.0%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,50.7
BAFL,swing,57.2,55,59,1,LIVE,yfinance(BAFL.KA),WATCH,ROE 17.0% (good) | P/E 3.7 (deep value) | Div yield 8.9% (high income),"SBP adds SAR, AED to Naya Pakistan Certificates The State Bank of Pakistan has issued updated rates of return for Conventional Naya Pakistan Certifica | Pakistan targets 4% GDP growth in FY27 Pakistan has set a GDP growth target of 4% for fiscal year 2026-27, banking on a recovery across agriculture, i",Bearish,PKR 59.03,PKR 58.44 - 59.62,PKR 55.65 (-5.7%),PKR 61.85 (+4.8%),PKR 63.73 (+8.0%),+4.8%,+8.0%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,38.5
LOTCHEM,very_long_term,57.2,90,49,0,LIVE,yfinance(LOTCHEM.KA),HOLD,ROE 9.5% (weak) | D/E 23 (low leverage) | P/E 22.4 (slightly rich),,Bullish,PKR 28.41,PKR 26.14 - 27.27,PKR 22.73 (-20.0%),PKR 36.93 (+30.0%),PKR 51.14 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,60.3
ATRL,long_term,57.0,60,55,0,LIVE,yfinance(ATRL.KA),HOLD,ROE 11.9% (fair) | D/E 0 (low leverage) | P/E 4.8 (deep value),,Bullish,PKR 883.39,PKR 856.89 - 874.56,PKR 777.38 (-12.0%),"PKR 1,060.07 (+20.0%)","PKR 1,236.75 (+40.0%)",+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,46.8
PGLC,very_long_term,57.0,45,60,0,LIVE,yfinance(PGLC.KA),HOLD,ROE 27.4% (excellent) | P/E 10.2 (value) | Div yield 28.7% (high income),,BEARISH,PKR 13.77,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
HUMNL,long_term,56.8,70,48,0,LIVE,yfinance(HUMNL.KA),HOLD,ROE 0.9% (weak) | D/E 1 (low leverage) | P/E 9.2 (value),,BEARISH,PKR 11.00,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
ABOT,swing,56.6,50,72,0,LIVE,yfinance(ABOT.KA),WATCH,ROE 28.6% (excellent) | D/E 5 (low leverage) | P/E 10.4 (value),,Bearish,PKR 884.95,PKR 876.10 - 893.80,PKR 849.99 (-4.0%),PKR 914.08 (+3.3%),PKR 933.50 (+5.5%),+3.3%,+5.5%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,48.6
NATF,very_long_term,56.6,55,57,0,LIVE,yfinance(NATF.KA),HOLD,ROE 24.8% (excellent) | D/E 77 (moderate) | P/E 15.4 (fair),,BEARISH,PKR 364.25,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
MLCF,very_long_term,56.6,75,52,0,LIVE,yfinance(MLCF.KA),HOLD,ROE 15.9% (good) | D/E 138 (high) | P/E 8.4 (value),,BEARISH,PKR 88.02,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
ABL,very_long_term,56.4,85,48,1,LIVE,yfinance(ABL.KA),HOLD,ROE 14.7% (fair) | P/E 5.9 (deep value) | Div yield 8.9% (high income),"Meta plans AI pendant, 'wearables for work' in hardware boost: report | SBP adds SAR, AED to Naya Pakistan Certificates The State Bank of Pakistan has issued updated rates of return for Conventional Naya Pakistan Certifica | Pakistan targets 4% GDP growth in FY27 Pakistan has set a GDP growth target of 4% for fiscal year 2026-27, banking on a recovery across agriculture, i",Bullish,PKR 180.11,PKR 165.70 - 172.91,PKR 144.09 (-20.0%),PKR 234.14 (+30.0%),PKR 324.20 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,53.1
HALEON,swing,56.3,50,71,0,LIVE,yfinance(HALEON.KA),WATCH,ROE 50.1% (excellent) | D/E 7 (low leverage) | P/E 13.6 (fair),,Bearish,PKR 759.92,PKR 752.32 - 767.52,PKR 714.90 (-5.9%),PKR 797.43 (+4.9%),PKR 822.44 (+8.2%),+4.9%,+8.2%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,49.9
NATF,long_term,56.2,55,57,0,LIVE,yfinance(NATF.KA),HOLD,ROE 24.8% (excellent) | D/E 77 (moderate) | P/E 15.4 (fair),,BEARISH,PKR 364.25,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
ATRL,very_long_term,56.0,60,55,0,LIVE,yfinance(ATRL.KA),HOLD,ROE 11.9% (fair) | D/E 0 (low leverage) | P/E 4.8 (deep value),,Bullish,PKR 883.39,PKR 812.72 - 848.05,PKR 706.71 (-20.0%),"PKR 1,148.41 (+30.0%)","PKR 1,590.10 (+80.0%)",+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,46.8
SHFA,long_term,55.8,45,63,0,LIVE,yfinance(SHFA.KA),HOLD,ROE 16.9% (good) | D/E 13 (low leverage) | P/E 11.3 (value),,BEARISH,PKR 474.80,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
PSO,very_long_term,55.6,40,62,-3,LIVE,yfinance(PSO.KA),HOLD,ROE 15.9% (good) | D/E 12 (low leverage) | P/E 3.7 (deep value),"Oil industry opposes windfall tax in upcoming budget | Govt mulls scrapping export tax in budget | Solar panels, fertilizers may escape tax hike in upcoming budget The federal government is reportedly planning a series of tax relief measures in the ",BEARISH,PKR 348.21,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
NATF,swing,55.6,55,57,0,LIVE,yfinance(NATF.KA),WATCH,ROE 24.8% (excellent) | D/E 77 (moderate) | P/E 15.4 (fair),,Bearish,PKR 364.25,PKR 360.61 - 367.89,PKR 349.44 (-4.1%),PKR 376.60 (+3.4%),PKR 384.82 (+5.6%),+3.4%,+5.6%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,42.4
PAKT,swing,55.5,45,80,0,LIVE,yfinance(PAKT.KA),WATCH,ROE 66.3% (excellent) | D/E 11 (low leverage) | P/E 10.4 (value),,Bearish,"PKR 1,342.74","PKR 1,329.31 - 1,356.17","PKR 1,289.53 (-4.0%)","PKR 1,387.08 (+3.3%)","PKR 1,416.64 (+5.5%)",+3.3%,+5.5%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,49.0
CNERGY,swing,55.5,60,45,0,LIVE,yfinance(CNERGY.KA),WATCH,ROE 7.0% (weak) | D/E 33 (low leverage) | P/E 2.9 (deep value),,Bullish,PKR 8.37,PKR 8.29 - 8.45,PKR 7.88 (-5.9%),PKR 8.77 (+4.8%),PKR 9.04 (+8.0%),+4.8%,+8.0%,1 : 1.37,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,51.2
ENGROH,very_long_term,55.0,55,55,0,LIVE,yfinance(DAWH.KA) [alias for ENGROH],HOLD,ROE 34.2% (excellent) | P/E 5.0 (deep value) | Net margin 46.1% (excellent),,Bullish,PKR 263.74,PKR 242.64 - 253.19,PKR 210.99 (-20.0%),PKR 342.86 (+30.0%),PKR 474.73 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,45.2
ENGROH,long_term,55.0,55,55,0,LIVE,yfinance(DAWH.KA) [alias for ENGROH],HOLD,ROE 34.2% (excellent) | P/E 5.0 (deep value) | Net margin 46.1% (excellent),,Bullish,PKR 263.74,PKR 255.83 - 261.10,PKR 232.09 (-12.0%),PKR 316.49 (+20.0%),PKR 369.24 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,45.2
ENGROH,swing,55.0,55,55,0,LIVE,yfinance(DAWH.KA) [alias for ENGROH],WATCH,ROE 34.2% (excellent) | P/E 5.0 (deep value) | Net margin 46.1% (excellent),,Bullish,PKR 263.74,PKR 261.10 - 266.38,PKR 249.18 (-5.5%),PKR 275.88 (+4.6%),PKR 283.97 (+7.7%),+4.6%,+7.7%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,45.2
DCR,swing,54.8,65,31,0,LIVE,yfinance(DCR.KA),WATCH,ROE 6.7% (weak) | P/E 15.6 (fair) | Div yield 6.2% (solid),,Bullish,PKR 36.03,PKR 35.67 - 36.39,PKR 35.06 (-2.7%),PKR 36.84 (+2.2%),PKR 37.38 (+3.7%),+2.2%,+3.7%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,51.3
ISL,very_long_term,54.8,50,56,0,LIVE,yfinance(ISL.KA),HOLD,ROE 12.5% (fair) | D/E 7 (low leverage) | P/E 11.8 (value),,BEARISH,PKR 77.46,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
BOP,long_term,54.6,60,51,0,LIVE,yfinance(BOP.KA),HOLD,ROE 20.2% (excellent) | P/E 5.9 (deep value) | Div yield 7.3% (solid),,Bullish,PKR 34.00,PKR 32.98 - 33.66,PKR 29.92 (-12.0%),PKR 40.80 (+20.0%),PKR 47.60 (+40.0%),+20.0%,+40.0%,1 : 3.33,Allocate 5.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Quarterly,50.7
JVDC,swing,54.6,60,42,0,LIVE,yfinance(JVDC.KA),WATCH,ROE 15.2% (good) | P/E 12.7 (fair) | Div yield 3.8% (moderate),,Bullish,PKR 132.47,PKR 131.15 - 133.79,PKR 124.08 (-6.3%),PKR 139.46 (+5.3%),PKR 144.12 (+8.8%),+5.3%,+8.8%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,51.9
AKBL,very_long_term,54.6,85,47,0,LIVE,yfinance(AKBL.KA),HOLD,ROE 17.0% (good) | P/E 6.5 (deep value) | Div yield 5.0% (solid),,Bullish,PKR 99.77,PKR 90.64 - 95.78,PKR 79.82 (-20.0%),PKR 129.70 (+30.0%),PKR 179.59 (+80.0%),+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,65.5
PSX,very_long_term,54.2,70,49,1,LIVE,yfinance(PSX.KA),HOLD,ROE 16.7% (good) | P/E 15.1 (fair) | Div yield 4.5% (moderate),"PSX extends gains in post-Eid session | PSX Closing Bell: Bears Have the Final Say The benchmark KSE-100 Index came under significant selling pressure on Monday, closing at 170,600.20, down  | Dadex Eternit to sell Karachi property to AKD for Rs800m Dadex Eternit Limited (PSX:DADX) has entered into an agreement with Mr. Aqeel Karim Dhedhi fo",BEARISH,PKR 37.70,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
SRVI,very_long_term,54.2,75,49,0,LIVE,yfinance(SRVI.KA),HOLD,ROE 49.8% (excellent) | D/E 52 (moderate) | P/E 86.2 (expensive),,Bullish,"PKR 2,091.27","PKR 1,673.80 - 2,007.62","PKR 1,673.02 (-20.0%)","PKR 2,718.65 (+30.0%)","PKR 3,764.29 (+80.0%)",+30.0%,+80.0%,1 : 4.0,Allocate 8.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Annually,82.3
PGLC,long_term,54.0,45,60,0,LIVE,yfinance(PGLC.KA),HOLD,ROE 27.4% (excellent) | P/E 10.2 (value) | Div yield 28.7% (high income),,BEARISH,PKR 13.77,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
UPFL,long_term,53.8,40,63,0,LIVE,yfinance(UPFL.KA),HOLD,ROE 54.2% (excellent) | D/E 21 (low leverage) | P/E 25.9 (expensive),,BEARISH,"PKR 25,999.99",WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
ISL,long_term,53.6,50,56,0,LIVE,yfinance(ISL.KA),HOLD,ROE 12.5% (fair) | D/E 7 (low leverage) | P/E 11.8 (value),,BEARISH,PKR 77.46,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
CPHL,swing,53.2,55,49,0,LIVE,yfinance(CPHL.KA),WATCH,ROE 13.3% (fair) | D/E 3 (low leverage) | P/E 15.9 (fair),,Bearish,PKR 76.38,PKR 75.62 - 77.14,PKR 72.64 (-4.9%),PKR 79.50 (+4.1%),PKR 81.58 (+6.8%),+4.1%,+6.8%,1 : 1.39,Allocate 2.0% of portfolio to this trade (risk 1% max = Entry-Stop x Shares),Weekly,44.8
GADT,long_term,53.0,65,45,0,LIVE,yfinance(GADT.KA),HOLD,ROE 5.1% (weak) | D/E 23 (low leverage) | P/E 7.0 (deep value),,BEARISH,PKR 304.91,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
FFL,long_term,52.8,75,38,0,LIVE,yfinance(FFL.KA),HOLD,ROE 10.8% (fair) | D/E 3 (low leverage) | P/E 38.0 (expensive),,BEARISH,PKR 18.23,WAIT -- price below SMA-200,N/A,N/A,N/A,N/A,N/A,N/A,0% -- avoid,N/A,
